,Actual,OLS(Log),LASSO(Log),kNN(Log),SVM(Linear Kernel),RandomForest(Log)
33,37,21.655000293363642,21.658127424944624,24.60930077286981,17.275517271579453,23.13081266178343
34,40,17.51518201032046,17.52983882365853,4.441796264152501,31.91076004228661,3.9608713132342146
35,75,2.177943853539446,2.1819803144921224,17.979730427211038,13.295160818705867,11.091866991284348
36,145,89.44584927266439,89.22011962522194,209.98860437814278,52.88525999481439,88.96429687443
37,40,3.5296907174292826,3.725691985425371,13.549048146273122,12.109034665516312,22.873615445529836
38,110,54.17292178480963,54.10947843477487,40.79494266318122,50.721238656511616,43.67699402880578
39,115,32.8668888710435,32.792348084678366,11.531392214688381,33.207842970795525,28.520167161835047
40,250,109.26630367396592,109.3000478610432,107.52981446284198,104.11235906468312,129.96738289604133
41,115,5.5809926153997225,5.537636080659908,7.843405343222514,12.782068554341635,9.81501309815971
42,290,193.33028993006025,193.30028901425055,188.50167796970788,169.13110390092342,221.4267444788067
43,125,19.09413547376394,19.025530298630798,6.185936265616419,20.443862498993866,3.582487187645782
44,229,0.5932969082373916,0.5946249559801515,15.585790754285625,10.043991396905,0.07122662515021716
45,163,1.6213030448875543,1.7065034846179685,5.917021970655497,8.138585822581433,65.9525562564263
46,36,22.071298411349034,22.056315188394287,16.541587321651015,14.934237234752509,20.02620856240504
47,153,87.57590421472537,87.58054879821992,88.75237451458977,87.6411227008654,82.9447036516706
48,50,16.84384664568539,16.856663553818095,8.852241516764266,22.763947624102684,19.91973608246694
49,107,35.99155563987537,35.94141492634452,46.03848409879697,39.91081242960644,20.109223184176685
50,90,5.690373440770017,5.692497609070273,19.957260602764222,4.203415285139272,21.255053585610383
51,328,148.90612847113275,148.7977044127341,172.34092294960436,154.0146754649909,112.62861797149245
52,107,2.198409746280376,2.2511294705774247,33.992582122065386,11.110956561961473,48.905142938956885
53,160,52.87465370209779,52.92251986002955,53.59769730254186,45.73884215464102,76.31519047333876
54,45,29.863691907901753,29.859521481247896,27.653322319179807,35.60924897449263,22.11657607356038
55,130,154.21746563143193,154.15957567197182,90.85704714729329,93.33545736355308,67.20226412089892
56,145,61.605301982722935,61.25140533408313,38.313319249698836,51.95034008518125,66.28594687634873
57,190,22.312707211641253,22.47044001864316,3.2549008778781854,29.605723711645282,34.186078050174245
58,125,54.62094851873621,54.53064954778981,91.50916421410776,46.40794769119239,157.3608132514574
59,294,187.95746357659908,188.01575914299585,23.392797333575288,149.54983346156712,219.9234858295007
60,85,14.040450751592232,14.051390473174024,26.523520333222052,11.045823860947905,22.587882837622303
61,116,93.57048199201282,93.52285135931814,69.20988593452492,73.00883516997098,68.16687974508397
62,139,25.432847233942823,25.445980582594004,23.118063942246636,13.128804922458812,13.056886987427887
63,99,3.7654433426854297,3.6707947907256226,8.702206014600876,9.581139873216415,8.21653250222056
64,39,8.217738321884681,8.398637551568946,11.955715644208041,7.694132610217132,29.659795008215823
65,415,313.20694907715057,313.2264664066135,320.1948239342842,301.60691311381885,313.78347347216175
66,99,12.568857556995809,12.565627632921561,0.6247710971826024,4.682850541723056,18.87976034226213
67,150,12.082584561672121,11.982662037215078,0.1995538392102958,8.972770291810264,4.611667172472465
68,359,268.9717364263494,269.08036235802666,285.71655077697744,265.9548853860481,277.6808826343686
69,105,38.81815237567076,38.80216059209171,41.869163071544726,35.77761024263728,35.213548852145465
70,175,76.26800976435851,76.21920791395338,66.11213306795844,63.715165088783664,79.65808138180721
71,135,76.94302729800285,76.9541071657292,72.77829533735472,83.65166201892407,78.58110553402648
72,43,36.77630230291537,36.778900334708624,16.91496440487014,46.4570973804867,45.10797154201731
73,350,251.44890527735163,251.41290321149853,247.19906424409777,243.56562128574456,312.1769807982844
74,250,136.37703932314864,136.42889643631577,149.69852898297904,129.5349122884152,160.0548422331306
75,95,118.05980259499731,118.0272749290562,91.66414321392952,96.67677697782636,102.033691604246
76,55,16.282506935528858,16.295092346755922,11.848020100755761,22.09192188920224,21.377707862672423
77,499,342.48133432928887,342.58171921308445,338.8954771107668,346.2709795989541,348.287460558516
78,173,55.75333020267071,55.80261411919402,60.266031955781,48.77103029660839,50.72499379055358
79,260,126.46562995529291,126.45080866985793,141.96415232415794,121.50419523972573,124.21035938198153
80,125,78.31080692194551,78.11516388660604,71.54543577929792,92.8590556979292,61.78595213470139
81,121,183.43815404230025,183.3925738758287,174.7299779051349,111.85396727916518,330.9998824298052
82,70,8.86309706828147,8.873897000608338,0.7491096349451709,13.161381283663722,0.9508323779751464
83,40,20.494748824419126,20.50257003739877,28.169790136773145,21.021251153388803,27.076677127388066
84,55,20.4596483041187,20.443377171257964,2.739008358773013,25.196687484875042,4.748224255537139
85,39,36.96965309826666,37.2550683599037,30.014896337180105,65.17390931665791,21.06234457965288
86,195,21.506061799824323,21.584513958447587,32.42629581183658,28.578726705717145,57.939078509179666
87,69,32.61102502029462,32.52745192435866,17.958999125637206,38.62620255517476,16.670430315884005
88,70,0.1961039782446221,0.189699671196351,3.5454408138195106,3.2089368357358694,3.90002000998264
89,60,18.747412386758242,18.771318674112507,8.771499277631278,32.19496639415888,18.28123695944072
90,95,36.596677209145724,36.56769345209594,34.787042441197116,42.81831524501345,26.429037815406275
91,250,120.13893225045712,120.27419689981201,96.79727984080216,115.14262083824522,112.01440198571606
92,205,102.07836649804713,102.16416575362052,118.3953702875122,95.73539179140414,102.68908219060593
93,260,121.6871502693142,121.71952014051908,144.48794591382978,117.42474820240722,133.24846042910994
94,125,46.754244555676536,46.80137358486476,50.75740744047451,39.703698374111866,9.752826679079988
95,69,3.0269012483077944,3.2840580720822317,10.047012228585949,7.697750612606299,32.98753173053932
96,484,258.5481294896722,258.88913558506846,247.94239671762801,249.28706182504928,274.3844726009073
97,45,83.7776357703925,83.79171286488139,69.26021651991543,96.10294012320051,58.55163542432658
98,225,106.98833469828611,107.03677411549741,117.24374507333373,99.92612748055481,109.64490908597745
99,695,556.5438789446869,556.606298126115,571.3875152129011,553.6905192908151,577.2026255713062
100,89,26.51218181369154,26.52339787838038,31.134894122091886,30.696743652775787,40.10614330875599
101,79,28.880519162660484,28.874025510198805,22.806260034375306,38.52119180698661,24.680112096909212
102,640,545.8261322448986,545.8357712828,547.5890594325036,534.1702975864807,531.5625063175693
103,90,15.548127372987139,15.558892209058826,32.93055539278281,10.643278637547226,38.76019102913069
104,737,507.5918795266364,507.8137527404763,526.4243434224552,535.8174844458088,508.2720477648995
105,150,7.67312003050003,7.553031999743695,9.28319990394158,7.596227145459665,0.0987954306687584
106,195,55.518999399312946,55.58049363701119,75.47041197986258,52.80664311349054,67.62820627288244
107,75,12.053050495521916,11.972809583241329,7.910649120393288,15.081905196767636,0.4499465336002402
108,250,32.285810057878706,32.5583734734939,10.89533495970386,63.552976877226456,17.633185571229262
109,46,8.444624710199868,8.699721330035011,14.877062435219585,6.49512760880129,38.28969477540079
110,503,306.80555164407076,307.1378605884163,270.9219130829598,285.01894992332393,241.6010299935719
111,60,1.6236496846622614,1.3461902606159342,4.937043111497076,1.2845963750504978,18.092387574819625
112,70,3.153874196369955,2.848122852105462,17.16220679320071,4.4997915075701655,15.738156596879037
113,69,17.211772051934574,17.13566454223769,14.725311090284109,20.18188598586923,14.483904950616221
114,125,92.54795339278343,92.47316420925009,73.04620740822014,67.40113650178495,30.2687519579529
115,240,132.2493099346438,132.3084814499519,130.81154794847072,126.0230371973005,151.3089915993329
116,235,110.80533631087764,110.22129647678753,18.94447693747503,46.262337790174456,29.900968676661137
117,65,4.027309371637173,4.047287645521564,10.860671906742965,10.634795945309719,14.247146271801789
118,70,1.6750576470159615,1.691916063640221,3.9077522198467847,2.324007982623286,7.942296553223635
119,75,25.398874203719103,25.37835048926317,22.764939788224126,35.88972224365605,39.60327792381972
120,40,61.64199957952765,61.6531288099937,49.05821999343904,75.1848326376958,46.379327878733434
121,149,22.587688674406337,22.522902500174496,36.21673895556495,17.73446984118661,54.67751108301715
122,119,84.76215758383705,84.71440509481815,29.93881885321281,70.16106153053141,1.4199859294446497
123,80,15.225179347192267,15.197206157287695,2.8571166445333347,14.64005485986499,19.904352638782605
124,150,7.120465461873778,7.168688449799333,19.75955206047624,3.0003970333501115,4.411812060927957
125,135,61.454045290928335,61.408514773348784,42.6247050463101,55.11165776799133,49.80939081562613
126,350,163.39809277151394,163.61209607385365,149.1451157930822,180.18810247446538,182.14453227562709
127,60,3.7933491705808393,3.8017785879787382,4.819339056654357,13.200113423949894,6.168323139074815
128,79,77.6108404790426,77.61380176561443,73.40812727523326,83.08723983065198,41.315885797609795
129,250,67.30090667316887,67.35975469191254,68.07238961306749,75.38529670629461,42.90674962125533
130,45,12.720545130733122,12.759118312060423,12.165903987435257,16.74274107062063,4.089648378564817
131,135,0.9028053715454973,0.9829515767669932,5.27751973191846,3.4399145246081844,19.901818046712037
132,150,41.3353072611759,41.201824440675125,44.7446288198546,27.884239626812416,95.9866297335054
133,120,2.660271325412282,2.610222934742481,31.596470806594965,8.168832174722212,27.70950821457008
134,60,12.104210866929321,12.091964898706607,8.542224609770699,14.26844444105302,6.236451700280938
135,175,40.417649123872195,40.50909033318473,65.4837100675193,38.380515876390064,48.7837228545108
136,59,2.0458924727769414,1.9877976560780155,0.9282821665535366,7.0217835898625935,15.978398553405952
137,150,8.158642523439084,8.10012465863852,31.044905000439684,6.7712120140021455,9.419655687799036
138,106,69.460480776369,69.52021496789274,77.00700313018018,69.77968571414374,81.29342236160011
139,149,95.34634366486674,95.2928596682168,71.33247051475053,57.48528031636528,94.81219049352805
140,95,35.071258210896154,35.067972022181685,36.288228916246105,40.20133824160234,33.229563403066024
141,195,29.21426907148563,28.98969375947422,18.795546179091843,3.42126385254619,44.61076841672141
142,35,101.54850168484805,101.55542932873303,96.69305577991537,112.16462347084487,154.62596167101378
143,200,58.24217906208878,58.25526731665971,40.443818664464914,49.79936273800723,68.39037430367722
144,36,4.615859553937966,4.350304889463484,10.4714811048378,26.0,31.72000244657744
145,10,64.87093420625047,65.16627949507722,54.78222112110113,72.70209598086923,98.44498567406318
146,50,9.171713241951231,9.156302218624845,7.66378151934147,2.7722510879285167,6.2928468773095645
147,127,4.486415849089667,4.415118175578641,38.62264532886914,7.828522963500802,36.37066289838741
148,80,57.667634777828084,57.62048204927041,57.985588590613474,62.67352278533457,54.005489496714915
149,60,38.51783597873582,38.51555396281789,32.44418959679642,51.34345623752074,25.649256657588964
150,55,27.161620475917545,27.110855462300805,39.26936617093651,32.001629454113726,27.058278272350037
151,130,13.800686874953328,13.687159566404745,0.8459043851552508,13.241877699787437,4.130637997534251
152,125,54.66496971144488,54.600420484105484,53.456062267002864,47.25124692244404,51.34754342645601
153,85,2.3214079158610446,2.309039138901653,0.8721209000857044,12.444835660305984,12.08628218611699
154,1000,814.0189252632663,814.1451191627224,776.6614107949308,827.2275004758246,787.7952371023204
155,135,2.025797703498938,1.9809995909132283,22.06913641107198,7.120556184029766,24.913812003643045
156,214,101.09384914141374,101.1802038440066,112.19194851129683,96.3330154326858,130.35140421655473
157,60,32.34937192139769,32.349902369308325,22.37847763234538,44.449992010846046,16.443419372706117
158,55,35.71572154398211,35.63089062991473,7.6949733527737365,41.32399017223305,0.3554004062709879
159,105,92.00892089717624,91.91845630867056,28.378079597013254,79.56691237565403,149.6129901190472
160,48,8.01887599008176,8.00563746715887,1.1287471464852104,3.3860399983700233,0.41295413180675666
161,59,15.934916603861808,15.923037994524194,15.68175750003229,20.85014393753943,6.990803819449141
162,60,124.15203667836039,124.16571792864127,84.95556489095816,121.86308958248122,37.63673858533656
163,250,124.52728514440044,124.56802653163864,149.0402547299338,118.66057355476849,163.3847614953609
164,75,19.80924896371262,19.551542201394973,1.0661889252777144,21.985909564191438,20.47415901054177
165,71,14.450307533063778,14.377256498654916,0.7864503767990669,18.71538113832642,18.856410950845742
166,135,45.169811784750465,44.94383597590553,65.45907636054139,31.59844292596125,4.521059866870729
167,200,91.59390145078956,91.68307229939634,88.08061501893407,83.85840847044584,157.08387863772845
168,150,110.31794297017856,110.24710403118243,83.7745659191832,126.73946575362537,109.75313999167537
169,140,2.2258988057860165,2.152623068815757,1.1395953733432975,5.254558038715373,9.371368295373514
170,65,15.493938253354983,15.294432173542681,4.313035490474135,12.339657147802605,0.4962480950182169
171,75,7.2187691411840404,7.207092299221387,15.456805211692078,4.714748473576321,5.002416972425891
172,120,56.032957732443066,56.00830079994028,66.5609365343926,50.17028964050344,40.74804026255025
173,67,58.6386647522485,58.628427414198285,30.176989663160157,66.39253011662927,38.090406939337214
174,105,32.42234389200745,32.427409287950596,38.64306005400006,27.85415826668438,48.269713992417984
175,80,74.4259863103915,74.41000781676652,67.74409624155001,76.08422108626644,47.7674653275152
176,105,115.87793194977073,115.81934096931388,88.06407515553974,91.03959605259712,46.00412084515966
177,49,53.29250522487334,53.21964338845365,34.785785695290954,61.661993359958586,41.69810468459565
178,300,206.18432177586766,206.20556701502983,200.4598517342431,196.83858457883537,201.1079507568305
179,267,106.2308588516498,106.35458185260202,15.726585020659002,77.55525093595489,22.283650968366544
180,40,67.65095648305335,67.59719565501884,43.43479372455563,80.34195647411819,47.066818488696086
181,50,14.968945427761113,14.966602448667587,13.130873881386208,14.961238510731576,21.139861920769917
182,165,2.672553902321738,2.7252027140869757,4.634281397526848,5.321691375027342,35.827094020355645
183,43,26.634453707904555,26.649984605447358,16.599259395352426,33.022024904060146,24.003398810076476
184,99,28.470179194846864,28.399086248950113,14.950784226582485,33.321321162056535,20.58366109029113
185,113,47.71263218368205,47.76500165291657,45.17486271392984,50.02032523618425,35.91016523778603
186,80,78.4206800868165,78.34534485066234,69.88966802016799,76.10584103021625,69.859676103456
187,160,40.489255470262634,40.330630432251866,127.83309172420542,21.604936621867523,171.20353604620504
188,250,182.42284970514748,182.4578046453638,168.22209934679498,184.18310912757926,159.34736150324517
189,167,80.23501631757567,80.18992414422792,100.58895591749878,66.02152258856881,93.84716392418873
190,120,45.12062443532787,45.13935667877995,50.08648652636879,40.76572456500671,40.00386556853282
191,38,40.73703213422414,40.71130205715991,37.15798110604777,49.439101918182914,52.088894777464375
192,128,4.341178020715375,4.342774879596789,8.805476704625192,12.917534927733698,18.785544973453057
193,170,35.25265854503249,35.28390899766222,39.62468787567826,26.49277602097888,40.18938723381524
194,55,20.87580933502339,20.726675238354233,11.987630798034417,35.15152230107297,18.231212949276397
195,100,2.9171502202588044,2.942809212897302,15.098963900864035,7.328801491118071,3.001333800394022
196,199,62.78983396789013,62.95014665937123,42.848231135277985,56.49105014099706,31.142463356486985
197,40,9.778641668738416,9.988771696520303,7.259340411508553,16.009192150505605,30.145709474205404
198,199,75.45364664899851,75.59415319752087,39.0002809611363,68.36396319488031,19.827000850759845
199,80,14.098790569229948,13.995319595083117,14.866414782934001,19.05633882396431,12.697011449954843
200,180,63.799719940795924,63.84943855439123,63.517922439478156,56.81602923537521,66.54811789857733
201,119,0.8615203555861228,0.8234699482493824,8.76496691797621,8.349514671221101,4.267973356671604
202,90,94.64892386808066,94.57726738829646,128.03744534021743,83.99679923054481,111.84382064512067
203,100,19.913669689598834,19.97818430158101,42.616301312613736,16.76062078729194,11.228992792317499
204,89,9.062827735460772,8.012270107515164,31.42674398030193,1.6455592681044209,4.608945419510221
205,70,28.663705477989893,28.646242201113722,23.898584703311087,39.22571576043106,31.967982874698535
206,149,46.13146250302967,46.109329583738514,22.295479093803152,34.688081188260185,14.837824690406478
207,65,19.27817281082504,19.67677216307898,76.828451376501,56.65734601538847,62.76929865219829
208,380,248.25116925385265,248.3169060937396,231.2755271349475,243.2887467226454,235.50649373140337
209,299,72.76169544532439,72.88746867033876,49.709937197243335,102.24634054827925,58.784721511463204
210,99,4.450213461137125,4.5125326490075395,2.8671445456102163,5.078866433153706,11.09747613792473
211,105,47.46347078490251,47.559728718008245,68.33224369711226,55.61730493882408,96.52655677952083
212,110,19.726283748290683,19.719661577325127,12.175405882991043,31.708964174121434,52.78338842984584
213,99,0.8863903758354184,0.8957598635096247,4.392733823638181,10.188785164754393,32.352036924867946
214,33,28.03869001096472,28.04617169139388,28.17558560373797,25.872972097020366,22.504494090927828
215,75,7.528752913781759,7.519415698229508,8.393374415558696,6.1999503993318115,4.1716773702980845
216,199,52.726691326548945,52.708481812283935,60.06563715939578,49.94602387045492,41.47066760351623
217,165,99.69781610514389,99.65699437122362,84.18672397193234,52.04178715681468,85.56387943993889
218,90,6.421560195427105,6.424219941257348,5.951570290647496,3.048518286047212,7.136396711880792
219,69,83.86352527209482,83.82149149279203,67.32313817135758,84.73527483262609,66.65590187206845
220,300,161.9214252251015,161.9990970259004,177.6760969388318,159.98613405128256,179.64262876265616
221,210,27.31238598209933,27.39193116873011,37.23063895564354,37.69466570029232,53.9728153545048
222,450,335.6601847909789,335.7840625555159,307.7460935730503,329.93700489188797,383.8516906620968
223,54,34.29465813548036,34.29033908821991,63.69803599967267,44.446208641110445,51.60644666004647
224,163,33.79641933803882,33.5832488939711,14.424194439560978,15.480301984846847,32.84805218137913
225,90,29.088932428789917,28.9573088556091,84.02753031149024,34.07886389082415,76.97994071830675
226,275,26.117222661344158,25.821647532339284,36.35197686875284,48.47704431025957,4.694962554267306
227,700,500.68572455964846,500.7350197677814,506.978662348748,516.5146984372394,481.677219308173
228,120,98.66221782301295,98.46860224228254,124.06314969439887,74.06078235119651,141.4204960208579
229,95,93.96379230320866,93.94134952834082,101.50906946415517,82.71296637753187,75.03740169116037
230,150,43.96670903467968,43.997688767013514,60.83517159609019,35.96042146303836,75.77537913116359
231,70,18.208478682820882,18.209872251583604,17.6959370607589,27.356186612127594,17.62096280867447
232,160,37.51006225930955,37.538977875604076,9.481779061497235,29.47264882801582,30.15193823994869
233,349,95.31525085750587,95.35781330953688,111.88796048177005,138.14287154003145,138.02833760147973
234,175,13.513219797386057,13.562574788756848,14.772930248091342,15.24943449387763,28.655613187512216
235,125,73.71417021864906,73.6117976084457,54.81805043149265,57.0678357717166,87.8956540847347
236,100,46.00831645652036,45.94534673373289,28.145160784568503,48.590135023241544,36.379302152443614
237,90,49.2101466179862,49.12308802317912,35.12953591643314,51.0852142637429,39.42190068882866
238,70,2.701326237986848,2.628061337866413,0.047480965756008686,0.7147072682624014,5.950018691579004
239,540,285.2840663159858,285.58692533211536,204.11215400954706,335.50714244048044,220.1352550274878
240,65,53.16912516632584,53.1798407836727,24.66849614060105,68.00607267681332,38.4798742967904
241,200,73.84756720611534,73.90854132107914,77.61801812081345,68.0129475161358,61.3109643202246
242,75,122.7319313101869,122.96016885093485,146.46039108186562,122.12847644375154,3.507092849096182
243,85,5.849462591033316,5.81777367439247,25.522880535550073,15.062629140300956,17.70458156053199
244,320,186.89660696875404,186.9579271684295,213.39587687964718,183.16340168541754,193.23888604431943
245,130,70.1675132458492,70.07950830313843,74.47340729197518,52.5717377465204,81.02850366372653
246,180,22.862933998264083,22.91948947055664,22.568763970916024,22.690974974100754,32.78060608158975
247,90,19.208427800290806,19.26992195191319,17.35798307038492,22.49361432292082,31.57980798891917
248,66,16.000081534075477,15.999232651175163,17.335167040898455,29.620301303825492,15.313584623403862
249,50,11.995007262219055,12.000378503662432,13.741750019160648,10.262407387850807,12.53132866980728
250,84,76.8333207954179,76.74394385625322,62.737389366163825,74.09011532084222,86.1147352855906
251,150,45.464578283370386,45.444579751492284,42.24072289656449,30.50154590545604,36.511455748654484
252,70,15.558066755506701,15.530659602052097,32.51079563343875,22.844321623567637,21.1828319665824
253,89,13.874315200936067,13.8543873087701,6.730919702894369,24.81687336065076,2.729480811252202
254,99,25.274324061082396,25.24819695947231,29.76562971935641,33.33132201732741,27.741409655964844
255,89,206.44754031458586,206.34441854670092,212.08556017908705,137.65097933755797,190.30214436841902
256,165,15.659198333695258,15.66025735699273,22.940440280678956,10.11579808941832,20.057406404578018
257,130,5.476234131613836,5.4154745946661365,10.43259827204048,13.797881771278469,20.531435449728207
258,50,26.838794291988748,26.82943787456415,13.233059050766087,33.29574824592599,15.290146772147494
259,79,21.23472577816181,21.0229278967483,32.69446182358626,9.578954034085456,38.0338758505276
260,200,10.718414268200178,10.537992161265805,10.167131158035318,14.338915247084202,2.2198425065469394
261,100,25.621480199625722,25.64556888879052,20.4317303699262,23.766727040206092,27.70020569648797
262,49,17.39213859897589,17.38601044605339,17.851966802045553,16.190562139215444,27.528274563782546
263,55,33.58594813987939,33.54227934922979,24.87752456156288,40.23060977043107,35.139783437048195
264,80,0.3510880946849113,0.36214702713925817,22.52880719764441,6.069254553817089,1.3221166117046437
265,199,101.61190666503907,101.57970721318658,80.05658619450028,77.8556930352192,125.97456071792682
266,60,45.962753616332904,45.949370759562726,36.867118428941495,60.01292488320777,60.69828860811873
267,90,59.91544215590258,59.93003084758044,2.777408350735911,69.19349919535108,51.42507650671968
268,200,63.7664500085734,63.87895100788572,52.01348289480646,61.35717818412425,63.74573599837785
269,70,2.065990214194855,2.055703819274882,0.11131033089358766,7.161035638898284,24.677800598966968
270,35,70.53832154522087,70.98393874710297,171.64711411440305,107.27107028498824,147.18309083362396
271,170,0.09772537940719417,0.009205772960569902,71.52928708092588,4.924005756850477,69.04644561556356
272,225,50.836896153394946,50.70576210904221,16.62402621635414,7.316496618385997,43.21027127668043
273,135,17.267763714070412,17.31364496689858,9.713316612147537,6.732972929112208,0.11604422787328872
274,200,66.17466787321735,66.20239466302255,68.06757467008671,55.54789837272449,97.65178764789887
275,57,4.721732315172105,4.714658854280636,14.734916353021504,5.468969381540987,8.407534475897819
276,152,33.317315510873584,33.266028008591206,19.25795811988351,22.954542200488163,37.93535378082274
277,495,363.769617851849,363.8441403746381,381.18776777154267,359.9894524851825,380.52350557484
278,75,41.92538261305043,41.86662204445497,80.1734491380501,52.120516278258435,77.31437698445751
279,199,74.7064644915078,74.76989738022499,80.8703634331205,69.32311010417823,83.15251478471843
280,129,15.484443711571345,15.355996962971204,38.43161776808543,15.24149857536085,10.313244303801383
281,140,24.61665432332009,24.55202800503136,21.2849925841781,20.99164036323151,8.236051187054017
282,99,20.76558761525027,20.77577892874382,12.81166731493613,15.304856968976068,3.4056445307478356
283,115,99.3732007341932,99.33244563031658,98.28339947578792,78.27792199126458,152.5801327460726
284,172,1.43814515869434,1.617621293811709,16.0704308981409,9.808615197886752,28.89225082165325
285,325,177.1863518308303,177.24249888171562,194.45707343336653,176.10502228890036,193.6021314833486
286,40,26.24178175526545,26.260378907433093,25.01472643027749,29.63316141228013,0.6940958239646022
287,202,32.353929682350696,32.431877843510875,42.79982399224161,38.134544710004604,18.322978345496495
288,185,57.50873102781597,57.566018805306626,70.20947378195793,47.18271550006642,90.26333096639883
289,135,21.495936464016893,21.33105646693241,11.14230539946243,17.497312031732406,23.4227897173337
290,99,65.50878695577487,65.44041081173492,81.3520049585745,62.548729582073804,73.98595930156662
291,100,26.483417915840548,26.482644359038872,11.785072329743429,22.40019252976451,6.657745923386301
292,100,72.07517820415308,72.0850861862533,87.82101030689142,71.51985777019826,122.76732811586186
293,110,47.18797460450676,47.15102890410074,36.56747299065856,47.120468805090184,44.161598902900465
294,227,83.92254339256152,84.07880393584807,45.08474159852082,39.47694124990778,58.02668913873757
295,102,82.68816916362269,82.65592838628203,73.8460687853055,75.0355380021993,83.26857234356066
296,250,134.22978528725614,134.24956615270025,116.17786980094357,121.97977988306107,123.63434954628488
297,105,20.635905961446113,20.51263766241044,0.5483775948339371,23.065951648369833,5.176564753715169
298,120,18.83330075903973,18.83048611296229,4.899537267169151,8.208286771928584,20.442598173691366
299,250,45.168947636447484,45.20885254589359,73.2295175438758,63.012050992548296,52.539074754859115
300,195,30.778638759130416,30.930632656547203,29.53075314327168,37.82886989407393,69.52351338506953
301,85,10.516095490808283,10.509412252134837,7.222981151967289,4.216287255176681,4.661819997893886
302,105,30.236063599039284,30.180837016659268,25.54445761867163,35.54311762252809,13.650529794649913
303,70,13.967914762268336,13.955664456572464,15.11773769566797,21.91350084092076,5.399403810045271
304,70,99.2661633339834,99.21371452038983,134.32379448471954,96.08082036043828,104.53320703127216
305,74,67.79865096696977,67.75352734832947,74.48230796818092,72.22096443296428,55.16971371231918
306,34,29.743325684383294,29.744384099722218,30.88084781815884,32.87078347567109,42.52663792836154
307,400,276.84695028134956,276.8972402283439,309.1102446426572,271.4022633330088,320.9829907365349
308,155,9.664230423171603,9.716438841711778,35.53297098925543,10.959055787647117,70.35055663444743
309,90,33.76237588775217,33.77503573665901,27.015536637348994,41.774550953949195,24.253254636589077
310,60,44.76756372256112,44.72245599458702,22.255800244533162,55.217809540249604,12.487076946466075
311,65,48.48935083400788,48.475053347692935,30.85707962365558,60.12478185558484,43.13478527156049
312,62,20.243276573433775,20.244428829349005,19.297235350657516,29.262217535842694,32.58351561300647
313,65,6.747822800577353,6.701195447800174,0.22969255779392483,10.363367110045544,3.398606025767009
